tweet,created_at,tokens
the prophet omniscient reader tayang juli bioskop gasabarr kang dedi mulyadi,Sun May 11 23:30:16 +0000 2025,"['the', 'prophet', 'omniscient', 'reader', 'tayang', 'juli', 'bioskop', 'gasabarr', 'kang', 'dedi', 'mulyadi']"
tentaratentara disiplin remaja barak usul kang dedi mulyadi ya,Wed May 21 02:57:17 +0000 2025,"['tentaratentara', 'disiplin', 'remaja', 'barak', 'usul', 'kang', 'dedi', 'mulyadi', 'ya']"
ron lu tukar lahir gimana brenda asli pergi nada sedih hahahayayaya hahaha dramatis bgttt lanjut bilang dedy hahaha ketuker bule dedy mulyadi ron,Thu May 15 03:09:09 +0000 2025,"['ron', 'lu', 'tukar', 'lahir', 'gimana', 'brenda', 'asli', 'pergi', 'nada', 'sedih', 'hahahayayaya', 'hahaha', 'dramatis', 'bgttt', 'lanjut', 'bilang', 'dedy', 'hahaha', 'ketuker', 'bule', 'dedy', 'mulyadi', 'ron']"
kang dedi mulyadi ngga sih kdrama kyk drama bawah sedih tu karna cinta karna hidup gitu,Tue May 20 13:14:09 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ngga', 'sih', 'kdrama', 'kyk', 'drama', 'bawah', 'sedih', 'tu', 'karna', 'cinta', 'karna', 'hidup', 'gitu']"
kang dedi mulyadi pilih princess,Mon May 19 13:48:29 +0000 2025,"['kang', 'dedi', 'mulyadi', 'pilih', 'princess']"
tim kritik tiim dukung kang dedi mulyadi,Tue May 20 12:53:17 +0000 2025,"['tim', 'kritik', 'tiim', 'dukung', 'kang', 'dedi', 'mulyadi']"
salah fokus ham dongho natap yiyoung namkyung dah lihat kamera ku liat beda bang kang dedi mulyadi,Wed May 21 14:48:15 +0000 2025,"['salah', 'fokus', 'ham', 'dongho', 'natap', 'yiyoung', 'namkyung', 'dah', 'lihat', 'kamera', 'ku', 'liat', 'beda', 'bang', 'kang', 'dedi', 'mulyadi']"
kang dedi mulyadi cowok aka kim e jun insta update,Mon May 19 12:43:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cowok', 'aka', 'kim', 'e', 'jun', 'insta', 'update']"
kang dedi mulyadi kim jiwon unnie when are you shooting your drama jiwon i dont know yet maybe this year beneran istirahat ngecas energi gimana sih wkwkw udah kangen lihat akting loh mba,Thu May 22 03:07:56 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kim', 'jiwon', 'unnie', 'when', 'are', 'you', 'shooting', 'your', 'drama', 'jiwon', 'i', 'dont', 'know', 'yet', 'maybe', 'this', 'year', 'beneran', 'istirahat', 'ngecas', 'energi', 'gimana', 'sih', 'wkwkw', 'udah', 'kangen', 'lihat', 'akting', 'loh', 'mba']"
kang dedi mulyadi resident playbook moga dokter kasih saksi dokter rubah bohong pasien darurat ruang op prof seo kaya tau jurnal dowon rela myeong eunwon gyusu,Sat May 17 15:55:51 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'moga', 'dokter', 'kasih', 'saksi', 'dokter', 'rubah', 'bohong', 'pasien', 'darurat', 'ruang', 'op', 'prof', 'seo', 'kaya', 'tau', 'jurnal', 'dowon', 'rela', 'myeong', 'eunwon', 'gyusu']"
orang orang twitter maha benci kang dedi mulyadi konten kang dedi mulyadi rilis youtube tonton ratus ribu orang sunda puluh ribu nonsunda langkah nyata langgeng kuasa bicara bicara gagas erti,Sat May 03 00:17:09 +0000 2025,"['orang', 'orang', 'twitter', 'maha', 'benci', 'kang', 'dedi', 'mulyadi', 'konten', 'kang', 'dedi', 'mulyadi', 'rilis', 'youtube', 'tonton', 'ratus', 'ribu', 'orang', 'sunda', 'puluh', 'ribu', 'nonsunda', 'langkah', 'nyata', 'langgeng', 'kuasa', 'bicara', 'bicara', 'gagas', 'erti']"
video kang dedi mulyadi baru terang keluarga korban ayah tni jadi terang tni warga mungut sisa logam,Tue May 13 13:20:57 +0000 2025,"['video', 'kang', 'dedi', 'mulyadi', 'baru', 'terang', 'keluarga', 'korban', 'ayah', 'tni', 'jadi', 'terang', 'tni', 'warga', 'mungut', 'sisa', 'logam']"
kang dedi mulyadi resident playbook gimana move onnya tuh cerita mas dikembangin si season minimal sampe pensiun,Sun May 18 16:08:41 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'gimana', 'move', 'onnya', 'tuh', 'cerita', 'mas', 'dikembangin', 'si', 'season', 'minimal', 'sampe', 'pensiun']"
kang dedi mulyadi yoo seungho instagram update maaf mas nomor wa nya,Sat May 17 03:55:21 +0000 2025,"['kang', 'dedi', 'mulyadi', 'yoo', 'seungho', 'instagram', 'update', 'maaf', 'mas', 'nomor', 'wa', 'nya']"
coba ahli au kira gimana gi on pyo namkyung jadi gaya pacar beneran namkyung dpt brondong manies kaya gin guysss anggep writer kang dedi mulyadi resident playbook season,Mon May 19 09:40:16 +0000 2025,"['coba', 'ahli', 'au', 'kira', 'gimana', 'gi', 'on', 'pyo', 'namkyung', 'jadi', 'gaya', 'pacar', 'beneran', 'namkyung', 'dpt', 'brondong', 'manies', 'kaya', 'gin', 'guysss', 'anggep', 'writer', 'kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'season']"
dedi mulyadi siswa masalah kirim barak militer,Wed Apr 30 03:47:04 +0000 2025,"['dedi', 'mulyadi', 'siswa', 'masalah', 'kirim', 'barak', 'militer']"
persib juara hati juara putra kang dedi mulyadi gas lamar wabup garut langsung stadion momen jawa barat,Fri May 16 15:35:03 +0000 2025,"['persib', 'juara', 'hati', 'juara', 'putra', 'kang', 'dedi', 'mulyadi', 'gas', 'lamar', 'wabup', 'garut', 'langsung', 'stadion', 'momen', 'jawa', 'barat']"
kang dedi mulyadi suruh move on resident playbook ya guys ngeupload foto,Tue May 20 00:13:42 +0000 2025,"['kang', 'dedi', 'mulyadi', 'suruh', 'move', 'on', 'resident', 'playbook', 'ya', 'guys', 'ngeupload', 'foto']"
kang dedi phobia core asli ketawa banget lihat anak anak takut,Wed May 14 16:27:46 +0000 2025,"['kang', 'dedi', 'phobia', 'core', 'asli', 'ketawa', 'banget', 'lihat', 'anak', 'anak', 'takut']"
resident playbook kang dedi mulyadi scene kesan sender episode scene ajar mati hidup jalan iring sedih bahagia dtg darimana,Tue May 20 16:03:47 +0000 2025,"['resident', 'playbook', 'kang', 'dedi', 'mulyadi', 'scene', 'kesan', 'sender', 'episode', 'scene', 'ajar', 'mati', 'hidup', 'jalan', 'iring', 'sedih', 'bahagia', 'dtg', 'darimana']"
momen bangga gubernur dedi mulyadi tugas upacara siswa barak militer peluk hangat,Wed May 21 02:04:00 +0000 2025,"['momen', 'bangga', 'gubernur', 'dedi', 'mulyadi', 'tugas', 'upacara', 'siswa', 'barak', 'militer', 'peluk', 'hangat']"
kang dedi mulyadi rilis foto hq team resident playbook yoo yeonseok andrea cameo,Tue May 20 00:11:28 +0000 2025,"['kang', 'dedi', 'mulyadi', 'rilis', 'foto', 'hq', 'team', 'resident', 'playbook', 'yoo', 'yeonseok', 'andrea', 'cameo']"
kang dedi mulyadi resident playbook hiboyz konfirmasi tujuh member umjay topkey yeonjun soobin leeho million junhee sungtan hiboyz debut main vocalist umjay topkey bias cr tubatuformore,Sat May 17 10:02:08 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'hiboyz', 'konfirmasi', 'tujuh', 'member', 'umjay', 'topkey', 'yeonjun', 'soobin', 'leeho', 'million', 'junhee', 'sungtan', 'hiboyz', 'debut', 'main', 'vocalist', 'umjay', 'topkey', 'bias', 'cr', 'tubatuformore']"
kang dedi mulyadi goblok banget sih normalisasi kali luas sampe miliar gimana kaya mending pandeglang material jarak pendek fungsi ngantongin puluh miliar cc divhumaspolri kpkri ppatk,Mon May 19 21:38:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'goblok', 'banget', 'sih', 'normalisasi', 'kali', 'luas', 'sampe', 'miliar', 'gimana', 'kaya', 'mending', 'pandeglang', 'material', 'jarak', 'pendek', 'fungsi', 'ngantongin', 'puluh', 'miliar', 'cc', 'divhumaspolri', 'kpkri', 'ppatk']"
kang dedi mulyadi resident playbook gilir bantu operasi pake tangan kiri bisaa maka tangan kiri gabisa yaa utuuk utuuuuk mas dowon mas dowon,Tue May 13 04:12:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'gilir', 'bantu', 'operasi', 'pake', 'tangan', 'kiri', 'bisaa', 'maka', 'tangan', 'kiri', 'gabisa', 'yaa', 'utuuk', 'utuuuuk', 'mas', 'dowon', 'mas', 'dowon']"
kang dedi mulyadi oh yu young jin buyeon cegil nya kejar,Wed May 21 03:33:17 +0000 2025,"['kang', 'dedi', 'mulyadi', 'oh', 'yu', 'young', 'jin', 'buyeon', 'cegil', 'nya', 'kejar']"
kang dedi mulyadi sabar lihat cannes film festival ntar,Sat May 17 06:24:05 +0000 2025,"['kang', 'dedi', 'mulyadi', 'sabar', 'lihat', 'cannes', 'film', 'festival', 'ntar']"
kang dedi mulyadi resident playbook poster uda kali dowon,Tue May 13 23:48:00 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'poster', 'uda', 'kali', 'dowon']"
kang dedi mulyadi haneul amp minsi mundur dikit plis gemesnya lewat,Mon May 19 06:43:16 +0000 2025,"['kang', 'dedi', 'mulyadi', 'haneul', 'amp', 'minsi', 'mundur', 'dikit', 'plis', 'gemesnya', 'lewat']"
kang dedi mulyadi tau udah gede pake baju item baju kotak gabole,Wed May 14 14:53:34 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tau', 'udah', 'gede', 'pake', 'baju', 'item', 'baju', 'kotak', 'gabole']"
kang dedi mulyadi yook sungjae for wwd korea magazine june issue,Wed May 21 13:06:23 +0000 2025,"['kang', 'dedi', 'mulyadi', 'yook', 'sungjae', 'for', 'wwd', 'korea', 'magazine', 'june', 'issue']"
kang dedi mulyadi resident playbook kayak pas dowon yiyoung kencan tau namkyung,Mon May 12 12:30:01 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'kayak', 'pas', 'dowon', 'yiyoung', 'kencan', 'tau', 'namkyung']"
kang dedi mulyadi hospital playlist x resident playbook warga yulje kakak yiyoungxdowon kasih fakta terang liat,Mon May 19 13:22:09 +0000 2025,"['kang', 'dedi', 'mulyadi', 'hospital', 'playlist', 'x', 'resident', 'playbook', 'warga', 'yulje', 'kakak', 'yiyoungxdowon', 'kasih', 'fakta', 'terang', 'liat']"
resident playbook kang dedi mulyadi namkyung disandingin cast cowok resplay cocok shin siah tipikal aktris gampang bangun mistri lawan main dah,Mon May 19 13:28:33 +0000 2025,"['resident', 'playbook', 'kang', 'dedi', 'mulyadi', 'namkyung', 'disandingin', 'cast', 'cowok', 'resplay', 'cocok', 'shin', 'siah', 'tipikal', 'aktris', 'gampang', 'bangun', 'mistri', 'lawan', 'main', 'dah']"
kang dedi mulyadi resident playbook beliau definisi suara ganteng muka ganteng gimana yiyoung klepek klepek,Wed May 14 13:33:09 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'beliau', 'definisi', 'suara', 'ganteng', 'muka', 'ganteng', 'gimana', 'yiyoung', 'klepek', 'klepek']"
kang dedi mulyadi resident playbook cung tinggal geng obgy malem,Sun May 18 12:58:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'cung', 'tinggal', 'geng', 'obgy', 'malem']"
kang dedi mulyadi resident playbook malam resplay coba sebutin scene memorable pict man,Sun May 18 12:39:31 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'malam', 'resplay', 'coba', 'sebutin', 'scene', 'memorable', 'pict', 'man']"
kang dedi mulyadi resident playbook alas yiyoung rs kerja bangga banget sih,Sat May 17 15:53:59 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'alas', 'yiyoung', 'rs', 'kerja', 'bangga', 'banget', 'sih']"
kang dedi mulyadi resident playbook keren sih chae songhwa prof kong gisun flirting ikjun samsek cemburu gimana gitu loh beneran tipikal cewe independent hubung secure tuh gin yah bentuk,Wed May 14 13:25:20 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'keren', 'sih', 'chae', 'songhwa', 'prof', 'kong', 'gisun', 'flirting', 'ikjun', 'samsek', 'cemburu', 'gimana', 'gitu', 'loh', 'beneran', 'tipikal', 'cewe', 'independent', 'hubung', 'secure', 'tuh', 'gin', 'yah', 'bentuk']"
kang dedi mulyadi resident playbook jadi episode anak,Sat May 17 17:44:17 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'jadi', 'episode', 'anak']"
kang dedi mulyadi jung junwon instagram update dowon and obgy squad kasih move on squad resident playbook nih,Mon May 19 04:33:06 +0000 2025,"['kang', 'dedi', 'mulyadi', 'jung', 'junwon', 'instagram', 'update', 'dowon', 'and', 'obgy', 'squad', 'kasih', 'move', 'on', 'squad', 'resident', 'playbook', 'nih']"
resident playbook uhm jaeil manis ya liat dowon sadar center hiboyz ganteng amp manis kang dedi mulyadi,Thu May 15 05:06:51 +0000 2025,"['resident', 'playbook', 'uhm', 'jaeil', 'manis', 'ya', 'liat', 'dowon', 'sadar', 'center', 'hiboyz', 'ganteng', 'amp', 'manis', 'kang', 'dedi', 'mulyadi']"
kang dedi mulyadi guys drakor ganti resident playbook seru ni tayang next week netflix tulis youth of may prepare tisu ya,Sun May 18 16:07:24 +0000 2025,"['kang', 'dedi', 'mulyadi', 'guys', 'drakor', 'ganti', 'resident', 'playbook', 'seru', 'ni', 'tayang', 'next', 'week', 'netflix', 'tulis', 'youth', 'of', 'may', 'prepare', 'tisu', 'ya']"
kang dedi mulyadi resident playbook emang segemes,Thu May 15 10:39:43 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'emang', 'segemes']"
resident playbook kang dedi mulyadi tertawa gitu ya guys cr netflixid,Thu May 15 23:22:42 +0000 2025,"['resident', 'playbook', 'kang', 'dedi', 'mulyadi', 'tertawa', 'gitu', 'ya', 'guys', 'cr', 'netflixid']"
kang dedi mulyadi resident playbook tunggutunggu gaes dengerin vocal mz squad besok sabtu,Wed May 14 05:31:57 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'tunggutunggu', 'gaes', 'dengerin', 'vocal', 'mz', 'squad', 'besok', 'sabtu']"
kang dedi mulyadi shin sia instagram update dowon printilannya chaos habis squad sayang,Wed May 14 12:30:21 +0000 2025,"['kang', 'dedi', 'mulyadi', 'shin', 'sia', 'instagram', 'update', 'dowon', 'printilannya', 'chaos', 'habis', 'squad', 'sayang']"
kang dedi mulyadi resident playbook namkyung ihhh bentar deh kakak ipar banget rs yiyoung hah panik dikit pengaruh namkyung ohh prof jo jun duh banget woii pyo princess,Sat May 17 13:21:01 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'namkyung', 'ihhh', 'bentar', 'deh', 'kakak', 'ipar', 'banget', 'rs', 'yiyoung', 'hah', 'panik', 'dikit', 'pengaruh', 'namkyung', 'ohh', 'prof', 'jo', 'jun', 'duh', 'banget', 'woii', 'pyo', 'princess']"
kang dedi mulyadi resident playbook gemes banget namkyung ngelihat crocsnya gemes,Mon May 19 04:23:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'gemes', 'banget', 'namkyung', 'ngelihat', 'crocsnya', 'gemes']"
kang dedi mulyadi drama udah tamat kapal muncul namkyung amp dongho foto bareng tumpang kapal lejit pesat cocok banget sih emang akuuu scene bareng tumpang kapal bejibun,Wed May 21 08:48:08 +0000 2025,"['kang', 'dedi', 'mulyadi', 'drama', 'udah', 'tamat', 'kapal', 'muncul', 'namkyung', 'amp', 'dongho', 'foto', 'bareng', 'tumpang', 'kapal', 'lejit', 'pesat', 'cocok', 'banget', 'sih', 'emang', 'akuuu', 'scene', 'bareng', 'tumpang', 'kapal', 'bejibun']"
kang dedi mulyadi good boy main poster ngga sabar lihat tayang tanggal mei,Tue May 20 01:03:00 +0000 2025,"['kang', 'dedi', 'mulyadi', 'good', 'boy', 'main', 'poster', 'ngga', 'sabar', 'lihat', 'tayang', 'tanggal', 'mei']"
kang dedi mulyadi baik,Sun May 04 00:55:24 +0000 2025,"['kang', 'dedi', 'mulyadi', 'baik']"
kang dedi mulyadi lee dohyun fanmeeting jakarta tgl juli,Wed May 14 09:03:37 +0000 2025,"['kang', 'dedi', 'mulyadi', 'lee', 'dohyun', 'fanmeeting', 'jakarta', 'tgl', 'juli']"
kang dedi mulyadi resident playbook manifesting season resplay lihat collabnya chuchu gyeosu fellow gu dowon resident oh yiyoung ruang operasi,Sun May 18 16:49:47 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'manifesting', 'season', 'resplay', 'lihat', 'collabnya', 'chuchu', 'gyeosu', 'fellow', 'gu', 'dowon', 'resident', 'oh', 'yiyoung', 'ruang', 'operasi']"
kang dedi mulyadi resident playbook younjung princess wkwkwkwk sia canda yaa sihhhh lucu banget visual yulje,Fri May 16 14:06:01 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'younjung', 'princess', 'wkwkwkwk', 'sia', 'canda', 'yaa', 'sihhhh', 'lucu', 'banget', 'visual', 'yulje']"
gubernur konten kang dedi mulyadi bonus juta tugas upacara hasil ladang konten gubernur konten duit rakyat gubernur molor,Tue May 20 16:30:11 +0000 2025,"['gubernur', 'konten', 'kang', 'dedi', 'mulyadi', 'bonus', 'juta', 'tugas', 'upacara', 'hasil', 'ladang', 'konten', 'gubernur', 'konten', 'duit', 'rakyat', 'gubernur', 'molor']"
kang dedi mulyadi resident playbook sender ngrasa thanks to myeong utk rusak momen sender ngebayangin gimana komuk pas makan bilang aaa hmm nyamnyam masisseoyo hmm enak uri yiyoungie dowon oppa,Mon May 12 12:38:59 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'sender', 'ngrasa', 'thanks', 'to', 'myeong', 'utk', 'rusak', 'momen', 'sender', 'ngebayangin', 'gimana', 'komuk', 'pas', 'makan', 'bilang', 'aaa', 'hmm', 'nyamnyam', 'masisseoyo', 'hmm', 'enak', 'uri', 'yiyoungie', 'dowon', 'oppa']"
kang dedi mulyadi resident playbook lihat behind nya kejer,Sun May 18 10:19:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'lihat', 'behind', 'nya', 'kejer']"
kang dedi mulyadi resident playbook akibat sering rewatch nemu gin sebel tertawa oke sabaaarr udah jumat alias besok sabtu,Fri May 16 12:50:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'akibat', 'sering', 'rewatch', 'nemu', 'gin', 'sebel', 'tertawa', 'oke', 'sabaaarr', 'udah', 'jumat', 'alias', 'besok', 'sabtu']"
kang dedi mulyadi resident playbook thank you geng obgy gu dowon tani sabtu amp minggu malam kangen,Mon May 19 00:56:53 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'thank', 'you', 'geng', 'obgy', 'gu', 'dowon', 'tani', 'sabtu', 'amp', 'minggu', 'malam', 'kangen']"
kang dedi mulyadi pump up the healthy love pov bapak lelah urus bayik,Sat May 17 08:59:21 +0000 2025,"['kang', 'dedi', 'mulyadi', 'pump', 'up', 'the', 'healthy', 'love', 'pov', 'bapak', 'lelah', 'urus', 'bayik']"
kang dedi mulyadi resident playbook alas jaeil kaget lihat dowon yiyoung gandeng mergokin rekan kerja pacar sadar yiyoung sempet rival canda ya umjay tertawa tau ngincer sabisabi fighting,Mon May 12 13:03:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'alas', 'jaeil', 'kaget', 'lihat', 'dowon', 'yiyoung', 'gandeng', 'mergokin', 'rekan', 'kerja', 'pacar', 'sadar', 'yiyoung', 'sempet', 'rival', 'canda', 'ya', 'umjay', 'tertawa', 'tau', 'ngincer', 'sabisabi', 'fighting']"
kang dedi mulyadi princess pyo sindir ed sheeran tuh perfect,Wed May 21 06:03:41 +0000 2025,"['kang', 'dedi', 'mulyadi', 'princess', 'pyo', 'sindir', 'ed', 'sheeran', 'tuh', 'perfect']"
okok kaya pilih mulyono kang dedi mulyadi susah nasehat,Mon Apr 28 23:14:50 +0000 2025,"['okok', 'kaya', 'pilih', 'mulyono', 'kang', 'dedi', 'mulyadi', 'susah', 'nasehat']"
drop foto oppa otot kang dedi mulyadi,Wed May 21 11:48:30 +0000 2025,"['drop', 'foto', 'oppa', 'otot', 'kang', 'dedi', 'mulyadi']"
palermo takluk juve stabia laga playoff promosi serie a emil audero mulyadi main menit laga nya musim amp catat save palermo pupus mimpi promosi emil audero selesai musim catat laga como amp palermo,Sat May 17 20:49:46 +0000 2025,"['palermo', 'takluk', 'juve', 'stabia', 'laga', 'playoff', 'promosi', 'serie', 'a', 'emil', 'audero', 'mulyadi', 'main', 'menit', 'laga', 'nya', 'musim', 'amp', 'catat', 'save', 'palermo', 'pupus', 'mimpi', 'promosi', 'emil', 'audero', 'selesai', 'musim', 'catat', 'laga', 'como', 'amp', 'palermo']"
kang dedi mulyadi resident playbook proud bf gf bikin bangga,Sun May 18 08:38:26 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'proud', 'bf', 'gf', 'bikin', 'bangga']"
fotofoto libur ahn hyoseop bal nih kang dedi mulyadi,Sun May 18 06:52:50 +0000 2025,"['fotofoto', 'libur', 'ahn', 'hyoseop', 'bal', 'nih', 'kang', 'dedi', 'mulyadi']"
kang dedi mulyadi tastefully yours nyangka jual cerita sedih,Tue May 20 15:41:42 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tastefully', 'yours', 'nyangka', 'jual', 'cerita', 'sedih']"
tastefully yours chef mo habis nerima gobaek bsknya didatengin mas ex sender ya penasaran gmna chef mo kang dedi mulyadi,Tue May 20 16:15:18 +0000 2025,"['tastefully', 'yours', 'chef', 'mo', 'habis', 'nerima', 'gobaek', 'bsknya', 'didatengin', 'mas', 'ex', 'sender', 'ya', 'penasaran', 'gmna', 'chef', 'mo', 'kang', 'dedi', 'mulyadi']"
kang dedi mulyadi tastefully yours tayang episode drama langsung tempat posisi top netflix tvshow worldwide deserved banget sih obat rindu lihat drama pure romcom scene masakmasaknya bikin ngiler,Wed May 14 23:58:22 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tastefully', 'yours', 'tayang', 'episode', 'drama', 'langsung', 'tempat', 'posisi', 'top', 'netflix', 'tvshow', 'worldwide', 'deserved', 'banget', 'sih', 'obat', 'rindu', 'lihat', 'drama', 'pure', 'romcom', 'scene', 'masakmasaknya', 'bikin', 'ngiler']"
kang dedi mulyadi tastefully yours sih,Mon May 19 00:59:19 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tastefully', 'yours', 'sih']"
kang dedi mulyadi ketawa jihun si raja drama the haunted palace nih expert duniaaa kpopaan,Fri May 16 01:09:13 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ketawa', 'jihun', 'si', 'raja', 'drama', 'the', 'haunted', 'palace', 'nih', 'expert', 'duniaaa', 'kpopaan']"
kang dedi mulyadi yihyun bal guysssss,Wed May 14 12:42:53 +0000 2025,"['kang', 'dedi', 'mulyadi', 'yihyun', 'bal', 'guysssss']"
kang dedi mulyadi resident playbook ngerasain sedih tinggal sih sampe detik ngeganjel gitu asa salah ostnya puter lempar gitu yulje jongno tertawa,Tue May 20 14:00:30 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'ngerasain', 'sedih', 'tinggal', 'sih', 'sampe', 'detik', 'ngeganjel', 'gitu', 'asa', 'salah', 'ostnya', 'puter', 'lempar', 'gitu', 'yulje', 'jongno', 'tertawa']"
